PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1509,35.5955568,137.0958246,-1.4,-136.587,-43.936,7,5337,71,93
1510,35.5955574,137.0958312,-1.4,-136.398,-42.261,7,5337,71,93
1511,35.595558,137.0958379,-1.4,-136.209,-40.586,7,5337,71,93
1512,35.5955583,137.0958439,-1.4,-136.119,-39.085,7,5337,71,93
1513,35.5955582,137.0958471,-1.4,-136.143,-38.29,7,5337,71,93
1514,35.595558,137.0958488,-1.4,-136.21,-37.856,7,5337,71,93
1515,35.595557,137.09585,-1.4,-136.515,-37.571,7,5337,71,93
1516,35.5955557,137.0958505,-1.4,-136.93,-37.431,7,5337,71,93
1517,35.5955539,137.0958508,-1.4,-137.477,-37.364,7,5337,71,93
1518,35.5955521,137.0958511,-1.4,-138.024,-37.297,7,5337,71,93
1519,35.5955477,137.0958515,-1.4,-139.403,-37.199,7,5337,71,93
1520,35.5955436,137.0958518,-1.4,-140.644,-37.104,7,5337,71,93
1521,35.5955386,137.0958519,-1.4,-142.194,-37.091,7,5337,71,93
1522,35.594982,137.0955114,-1.4,-313.721,-122.367,7,5337,71,93
1523,35.594997,137.0955118,-1.4,-309.125,-122.273,7,5337,71,93
1524,35.5949972,137.0955018,-1.4,-309.064,-124.759,7,5337,71,93
1525,35.5955691,137.0958376,-1.4,-132.812,-40.658,7,5337,71,93
1526,35.5949283,137.0955199,-1.4,-330.293,-120.236,7,5337,71,93
1527,35.5949278,137.0954918,-1.4,-330.43,-127.267,7,5337,71,93
1528,35.594928,137.0954871,-1.4,-330.375,-128.443,7,5337,71,93
1529,35.5949278,137.0954883,-1.4,-330.442,-128.15,7,5337,71,93
1530,35.5949278,137.0954916,-1.4,-330.444,-127.316,7,5337,71,93
1531,35.594847,137.0955172,-1.4,-355.35,-120.922,7,5337,71,93
1532,35.5948322,137.0955173,-1.4,-359.913,-120.876,7,5337,71,93
1533,35.5948318,137.095498,-1.4,-360.015,-125.729,7,5337,71,93
1534,35.5953768,137.0955904,-1.4,-192.054,-102.578,7,5337,71,93
1535,35.5953768,137.0955864,-1.4,-192.064,-103.578,7,5337,71,93
1536,35.5953766,137.0955501,-1.4,-192.138,-112.668,7,5337,71,93
1537,35.5953765,137.0955303,-1.4,-192.163,-117.629,7,5337,71,93
1538,35.5953763,137.0955114,-1.4,-192.228,-122.36,7,5337,71,93
1539,35.5953759,137.0954911,-1.4,-192.344,-127.455,7,5337,71,93
1540,35.5953745,137.0954824,-1.4,-192.786,-129.623,7,5337,71,93
1541,35.5953714,137.0954754,-1.4,-193.723,-131.373,7,5337,71,93
1542,35.5953686,137.0954713,-1.4,-194.585,-132.402,7,5337,71,93
1543,35.595365,137.0954681,-1.4,-195.686,-133.216,7,5337,71,93
1544,35.5953602,137.0954659,-1.4,-197.181,-133.766,7,5337,71,93
1545,35.5953561,137.0954658,-1.4,-198.443,-133.774,7,5337,71,93
1551,35.5954009,137.0954648,-1.4,-184.625,-134.028,7,5337,71,93
1552,35.5953976,137.0954649,-1.4,-185.64,-133.997,7,5337,71,93
1553,35.5953923,137.095466,-1.4,-187.278,-133.735,7,5337,71,93
1554,35.5953869,137.0954697,-1.4,-188.962,-132.804,7,5337,71,93
1555,35.5953827,137.0954745,-1.4,-190.231,-131.596,7,5337,71,93
1556,35.5953785,137.0954814,-1.4,-191.523,-129.881,7,5337,71,93
1557,35.5953753,137.0954888,-1.4,-192.515,-128.028,7,5337,71,93
1558,35.5953739,137.0954974,-1.4,-192.953,-125.875,7,5337,71,93
1559,35.5953734,137.0955072,-1.4,-193.115,-123.423,7,5337,71,93
1560,35.5953734,137.0955112,-1.4,-193.107,-122.423,7,5337,71,93
1561,35.5953735,137.0955224,-1.4,-193.069,-119.602,7,5337,71,93
1562,35.5953737,137.0955344,-1.4,-193.015,-116.594,7,5337,71,93
1563,35.5953738,137.0955462,-1.4,-192.992,-113.635,7,5337,71,93
1564,35.5953739,137.0955583,-1.4,-192.971,-110.606,7,5337,71,93
1565,35.5953675,137.0955255,-1.4,-194.916,-118.819,7,5337,71,93
1566,35.5953673,137.0955218,-1.4,-194.988,-119.75,7,5337,71,93
1567,35.5953675,137.0955294,-1.4,-194.916,-117.852,7,5337,71,93
1568,35.5953676,137.0955331,-1.4,-194.898,-116.939,7,5337,71,93
1569,35.5953677,137.0955369,-1.4,-194.88,-115.972,7,5337,71,93
1570,35.5953677,137.0955409,-1.4,-194.88,-114.987,7,5337,71,93
1571,35.5953677,137.0955446,-1.4,-194.88,-114.056,7,5337,71,93
1572,35.5953676,137.0955484,-1.4,-194.889,-113.107,7,5337,71,93
1573,35.5953676,137.0955518,-1.4,-194.885,-112.257,7,5337,71,93
1574,35.5953676,137.0955552,-1.4,-194.889,-111.382,7,5337,71,93
1575,35.5953676,137.0955584,-1.4,-194.889,-110.581,7,5337,71,93
1576,35.5953676,137.0955627,-1.4,-194.889,-109.509,7,5337,71,93
1577,35.5953676,137.0955661,-1.4,-194.894,-108.67,7,5337,71,93
1578,35.5953678,137.0955709,-1.4,-194.84,-107.462,7,5337,71,93
1579,35.5953679,137.0955755,-1.4,-194.815,-106.316,7,5337,71,93
1580,35.5953814,137.0955207,-1.4,-190.658,-120.022,7,5337,71,93
1581,35.5953813,137.0955252,-1.4,-190.664,-118.913,7,5337,71,93
1582,35.5953813,137.0955296,-1.4,-190.67,-117.804,7,5337,71,93
1583,35.5953813,137.095534,-1.4,-190.676,-116.695,7,5337,71,93
1584,35.5953813,137.0955385,-1.4,-190.682,-115.586,7,5337,71,93
1585,35.5953813,137.0955429,-1.4,-190.688,-114.477,7,5337,71,93
1586,35.5953812,137.0955473,-1.4,-190.694,-113.368,7,5337,71,93
1587,35.5953813,137.0955521,-1.4,-190.678,-112.17,7,5337,71,93
1588,35.5953813,137.0955569,-1.4,-190.662,-110.972,7,5337,71,93
1589,35.5953814,137.0955617,-1.4,-190.646,-109.774,7,5337,71,93
1590,35.5953814,137.0955665,-1.4,-190.63,-108.576,7,5337,71,93
1591,35.5953815,137.0955712,-1.4,-190.614,-107.378,7,5337,71,93
1592,35.5953816,137.095576,-1.4,-190.598,-106.18,7,5337,71,93
1593,35.5953739,137.0955763,-1.4,-192.949,-106.101,7,5337,71,93
1594,35.5953764,137.0955263,-1.4,-192.18,-118.629,7,5337,71,93
1595,35.5953764,137.0955223,-1.4,-192.197,-119.629,7,5337,71,93
1596,35.5953763,137.0955183,-1.4,-192.214,-120.629,7,5337,71,93
1597,35.5953763,137.0955154,-1.4,-192.226,-121.36,7,5337,71,93
1598,35.5953765,137.0955461,-1.4,-192.14,-113.668,7,5337,71,93
1599,35.5953765,137.0955421,-1.4,-192.142,-114.668,7,5337,71,93
1600,35.5953765,137.0955381,-1.4,-192.144,-115.668,7,5337,71,93
1601,35.5953765,137.0955343,-1.4,-192.146,-116.629,7,5337,71,93
1602,35.5953766,137.0955645,-1.4,-192.117,-109.077,7,5337,71,93
1603,35.5953766,137.0955605,-1.4,-192.124,-110.077,7,5337,71,93
1604,35.5953766,137.0955565,-1.4,-192.131,-111.077,7,5337,71,93
1605,35.5953766,137.0955541,-1.4,-192.135,-111.668,7,5337,71,93
1606,35.5953736,137.0955264,-1.4,-193.046,-118.602,7,5337,71,93
1607,35.5953737,137.0955304,-1.4,-193.023,-117.602,7,5337,71,93
1608,35.5953737,137.0955304,-1.4,-193.023,-117.594,7,5337,71,93
1609,35.5953737,137.0955384,-1.4,-193.007,-115.594,7,5337,71,93
1610,35.5953738,137.0955423,-1.4,-193,-114.635,7,5337,71,93
1611,35.5953738,137.0955502,-1.4,-192.984,-112.635,7,5337,71,93
1612,35.5953738,137.0955542,-1.4,-192.976,-111.635,7,5337,71,93
1613,35.5953738,137.0955544,-1.4,-192.976,-111.606,7,5337,71,93
1614,35.5953739,137.0955623,-1.4,-192.966,-109.606,7,5337,71,93
1615,35.5953739,137.0955663,-1.4,-192.961,-108.606,7,5337,71,93
1616,35.5953739,137.0955703,-1.4,-192.956,-107.606,7,5337,71,93
1617,35.5953739,137.0955723,-1.4,-192.954,-107.101,7,5337,71,93
1618,35.5953739,137.0955803,-1.4,-192.944,-105.101,7,5337,71,93
1619,35.595374,137.0955843,-1.4,-192.939,-104.101,7,5337,71,93
1620,35.595374,137.0955883,-1.4,-192.934,-103.101,7,5337,71,93
1621,35.595374,137.0955903,-1.4,-192.931,-102.596,7,5337,71,93
1622,35.5953768,137.0955824,-1.4,-192.074,-104.578,7,5337,71,93
1623,35.5953767,137.0955784,-1.4,-192.084,-105.578,7,5337,71,93
1624,35.5953767,137.0955744,-1.4,-192.094,-106.578,7,5337,71,93
1625,35.5953767,137.0955704,-1.4,-192.104,-107.578,7,5337,71,93
1626,35.5953766,137.0955684,-1.4,-192.109,-108.077,7,5337,71,93
1627,35.5953816,137.0955808,-1.4,-190.582,-104.982,7,5337,71,93
1628,35.5953817,137.0955856,-1.4,-190.566,-103.784,7,5337,71,93
1629,35.5953817,137.0955904,-1.4,-190.55,-102.586,7,5337,71,93
1630,35.5953679,137.0955801,-1.4,-194.79,-105.17,7,5337,71,93
1631,35.595368,137.0955846,-1.4,-194.765,-104.024,7,5337,71,93
1632,35.5953681,137.0955892,-1.4,-194.74,-102.878,7,5337,71,93
1633,35.5953681,137.0955919,-1.4,-194.74,-102.202,7,5337,71,93
1634,35.5953763,137.0955074,-1.4,-192.23,-123.36,7,5337,71,93
1635,35.5953762,137.0955034,-1.4,-192.232,-124.36,7,5337,71,93
1636,35.5953762,137.0954994,-1.4,-192.234,-125.36,7,5337,71,93
1637,35.5953762,137.0954975,-1.4,-192.235,-125.835,7,5337,71,93
1638,35.5953734,137.0955152,-1.4,-193.099,-121.423,7,5337,71,93
1639,35.5953735,137.0955184,-1.4,-193.092,-120.602,7,5337,71,93
1640,35.5947089,137.0956624,-1.4,-397.908,-84.559,7,5337,71,93
1641,35.5947072,137.0956786,-1.4,-398.42,-80.486,7,5337,71,93
1642,35.5947073,137.0957066,-1.4,-398.396,-73.486,7,5337,71,93
1643,35.5947074,137.0957345,-1.4,-398.372,-66.486,7,5337,71,93
1644,35.5947087,137.0957598,-1.4,-397.968,-60.156,7,5337,71,93
1645,35.5947117,137.0957743,-1.4,-397.051,-56.53,7,5337,71,93
1647,35.5947151,137.0957872,-1.4,-396,-53.306,7,5337,71,93
1648,35.5947173,137.0958013,-1.4,-395.305,-49.775,7,5337,71,93
